run_id,arch,recipe_actual,variant,provenance_tag,block,aligned_stage,query_group,basis,n_images,n_images_with_exceedance,mean_n_exceedance_positions,mass_per_exceedance_token,mass_per_other_token,ratio,ratio_ci_lo,ratio_ci_hi,mass_share_exceedance,position_share_exceedance,share_over_position_share,auc,auc_ci_lo,auc_ci_hi,tau_cal_s11_out,endpoint_class
legacy_e2_vit_small_nomixdir_baseline,vit_small,mixup,baseline,legacy-nomixdir,10,in_b10,cls,mad,1000,1000,17.627,0.01843953544,0.002796464232,6.593874945,6.309288621,6.89982823,0.3719328806,0.08993367347,4.135635366,0.7446986072,0.7341964267,0.7550250614,18.69854832,secondary
legacy_e2_vit_small_nomixdir_baseline,vit_small,mixup,baseline,legacy-nomixdir,10,in_b10,cls,tau_cal,1000,1000,17.972,0.01740879689,0.002797523021,6.222932486,5.993461044,6.458579217,0.3710907343,0.09169387755,4.047061202,0.7494846277,0.7407467379,0.7582366991,18.69854832,secondary
legacy_e2_vit_small_nomixdir_baseline,vit_small,mixup,baseline,legacy-nomixdir,11,s11_out,patch,mad,1000,1000,18.474,0.02508591664,0.001646528761,15.23563829,14.62294152,15.89063801,0.6023661475,0.09425510204,6.390806804,0.9807457572,0.9787717136,0.9825923521,18.69854832,secondary
legacy_e2_vit_small_nomixdir_baseline,vit_small,mixup,baseline,legacy-nomixdir,11,s11_out,patch,tau_cal,1000,1000,16.603,0.02575931945,0.00187092445,13.76823071,13.21461012,14.32968801,0.5460021501,0.08470918367,6.445607506,0.9772022265,0.9751120123,0.9791545969,18.69854832,secondary
legacy_e2_vit_small_nomixdir_baseline,vit_small,mixup,baseline,legacy-nomixdir,11,s11_out,cls,mad,1000,1000,18.474,0.03954884172,0.001188450085,33.27766324,31.86277466,34.7370244,0.7577181196,0.09425510204,8.039014369,0.9886822975,0.987345005,0.989914438,18.69854832,secondary
legacy_e2_vit_small_nomixdir_baseline,vit_small,mixup,baseline,legacy-nomixdir,11,s11_out,cls,tau_cal,1000,1000,16.603,0.04337117407,0.001293908526,33.5195056,32.18881452,34.89048255,0.7337252824,0.08470918367,8.661697003,0.9913453072,0.9902954205,0.9923377731,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,10,in_b10,patch,mad,1000,1000,17.255,0.02444395707,0.003354133329,7.287711809,7.121540901,7.453781699,0.3865408875,0.08803571429,4.390728134,0.903757233,0.8984019587,0.9088647282,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,10,in_b10,patch,tau_cal,1000,1000,19.214,0.02299680324,0.003309509464,6.948704481,6.793104988,7.110340701,0.4006408197,0.09803061224,4.086895007,0.9011593433,0.8963537682,0.9059048877,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,10,in_b10,cls,mad,1000,1000,17.255,0.02119132327,0.00277601081,7.633732258,7.344093157,7.931963742,0.399638386,0.08803571429,4.539502965,0.8508742343,0.8426569649,0.8589510158,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,10,in_b10,cls,tau_cal,1000,1000,19.214,0.01911928927,0.002756341832,6.936472484,6.713266995,7.170920112,0.4090620607,0.09803061224,4.172799203,0.8436606634,0.8362787756,0.8508435304,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,11,s11_out,patch,mad,1000,1000,18.03,0.02615025574,0.00199742103,13.09200982,12.67227522,13.52606998,0.5561604699,0.09198979592,6.045893072,0.98739739,0.9859308926,0.988792402,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,11,s11_out,patch,tau_cal,1000,1000,20.433,0.02559423907,0.001861991239,13.74562809,13.32703356,14.17555747,0.591373283,0.10425,5.6726454,0.987590616,0.9859208555,0.9892147781,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,11,s11_out,cls,mad,1000,1000,18.03,0.03895984525,0.001377152258,28.29015095,27.05747091,29.59154761,0.7228764349,0.09198979592,7.85822414,0.9892981214,0.9881237632,0.9904020719,18.69854832,secondary
e2r_vits_mixup_baseline_s1,vit_small,mixup,baseline,s1,11,s11_out,cls,tau_cal,1000,1000,20.433,0.03668353901,0.001273566824,28.8037803,27.52482168,30.17988924,0.7468303985,0.10425,7.163840753,0.986368362,0.9846824146,0.9879429619,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,10,in_b10,patch,mad,1000,1000,18.859,0.02206702389,0.003391629706,6.506318731,6.355330485,6.663606233,0.3832475103,0.09621938776,3.983059123,0.8625663424,0.8568893445,0.8681815436,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,10,in_b10,patch,tau_cal,1000,1000,21.054,0.020543804,0.003339485702,6.151786782,6.021882463,6.288243299,0.3991199056,0.1074183673,3.715564809,0.857890038,0.8525613828,0.8631139166,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,10,in_b10,cls,mad,1000,1000,18.859,0.01678948569,0.002960870327,5.670456263,5.413857189,5.928422602,0.3531914509,0.09621938776,3.670689027,0.733369612,0.7224764242,0.7438069519,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,10,in_b10,cls,tau_cal,1000,1000,21.054,0.01481615472,0.002941465267,5.03699802,4.852891911,5.226336232,0.3630424861,0.1074183673,3.379705864,0.7210914694,0.7109864198,0.730828662,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,11,s11_out,patch,mad,1000,1000,17.485,0.02381283374,0.002056424914,11.57972439,11.19578643,11.96643407,0.5182375937,0.08920918367,5.809240398,0.9833094991,0.9813584452,0.9850851953,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,11,s11_out,patch,tau_cal,1000,1000,17.885,0.02414737286,0.002037648091,11.85061001,11.46216458,12.25208191,0.5239097198,0.09125,5.741476382,0.9849867723,0.983145904,0.9867591235,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,11,s11_out,cls,mad,1000,1000,17.485,0.04201629357,0.001204948234,34.8697914,33.36140649,36.40033224,0.7533598379,0.08920918367,8.444868643,0.9880652459,0.986583152,0.989413625,18.69854832,secondary
e2r_vits_mixup_baseline_s2,vit_small,mixup,baseline,s2,11,s11_out,cls,tau_cal,1000,1000,17.885,0.04173210262,0.001173834901,35.55193546,34.00466786,37.186146,0.7600761298,0.09125,8.329601423,0.9892441487,0.9878413791,0.9905754805,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,10,in_b10,patch,mad,1000,902,6.309,0.005192419696,0.003380167725,1.536142617,1.459742235,1.614916978,0.05712323744,0.03218877551,1.774632198,0.6250619391,0.6123744842,0.6373119693,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,10,in_b10,patch,tau_cal,1000,828,3.421,0.00463201247,0.003425510443,1.352210874,1.267048778,1.448492959,0.03257294545,0.01745408163,1.866207924,0.6126649387,0.6000065739,0.6253546927,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,10,in_b10,cls,mad,1000,902,6.309,0.002738967346,0.002293879478,1.194032804,1.101058885,1.292619656,0.04677058839,0.03218877551,1.453009244,0.4628037176,0.4455956837,0.4801455613,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,10,in_b10,cls,tau_cal,1000,828,3.421,0.002169611824,0.002297291054,0.944421831,0.8183230617,1.104724991,0.02456953967,0.01745408163,1.407667283,0.4211448191,0.4030001559,0.4400511593,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,11,s11_out,patch,mad,1000,932,6.709,0.02542351451,0.001307659521,19.44199855,18.59093926,20.3277165,0.3768549158,0.03422959184,11.00962342,0.9751369465,0.9709838063,0.9790504355,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,11,s11_out,patch,tau_cal,1000,777,2.282,0.03670507795,0.001578173991,23.25794124,22.23607365,24.29193099,0.2459272953,0.01164285714,21.12258978,0.9926694641,0.9911400906,0.9940338285,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,11,s11_out,cls,mad,1000,932,6.709,0.01307534469,0.001081941927,12.08507071,11.32752267,12.88396607,0.3048137036,0.03422959184,8.904976286,0.9540271817,0.948842861,0.9587871749,18.69854832,secondary
legacy_e2_vit_small_mixupdir_registers,vit_small,mixup,registers,legacy-mixupdir,11,s11_out,cls,tau_cal,1000,777,2.282,0.01929976449,0.00118839607,16.24017866,15.16214131,17.38138619,0.2041208189,0.01164285714,17.53184947,0.9825084898,0.9797575319,0.9851336323,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,10,in_b10,patch,mad,1000,943,7.769,0.005531504345,0.003436255432,1.609747719,1.551950736,1.670585936,0.06824491067,0.0396377551,1.721714827,0.6699014044,0.6587546247,0.6811644183,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,10,in_b10,patch,tau_cal,1000,903,4.806,0.004960536137,0.003481744753,1.424727109,1.370655946,1.480069436,0.04163291514,0.02452040816,1.697888341,0.6697305474,0.6582025259,0.6810682325,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,10,in_b10,cls,mad,1000,943,7.769,0.003107102257,0.002371334395,1.310275878,1.223820584,1.402727056,0.05991076191,0.0396377551,1.511456987,0.5100664309,0.4922401793,0.5282659842,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,10,in_b10,cls,tau_cal,1000,903,4.806,0.002307433232,0.002395829658,0.9631040439,0.8841704812,1.045735783,0.03236890017,0.02452040816,1.32007999,0.4742987388,0.4545870117,0.4938523986,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,11,s11_out,patch,mad,1000,961,8.317,0.02660741432,0.001783413212,14.91937714,14.33295583,15.52699613,0.3597248831,0.04243367347,8.477344845,0.9794992486,0.9765280691,0.9822540767,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,11,s11_out,patch,tau_cal,1000,896,4.209,0.03659811972,0.00201963575,18.12114869,17.41021828,18.86557783,0.2692514849,0.0214744898,12.53820172,0.9943872345,0.9932327042,0.9953601468,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,11,s11_out,cls,mad,1000,961,8.317,0.01698464589,0.001022594701,16.60936232,15.55894211,17.72396944,0.4040886528,0.04243367347,9.522829859,0.9648689793,0.9611075612,0.9683711084,18.69854832,secondary
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,legacy-nomixdir,11,s11_out,cls,tau_cal,1000,896,4.209,0.02391198651,0.001137909047,21.01396993,19.74764167,22.3816787,0.3183454494,0.0214744898,14.8243545,0.9874694713,0.9856376491,0.9891417213,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,10,in_b10,patch,mad,1000,1000,15.342,0.02297516906,0.003627731115,6.333206165,6.179647264,6.491601214,0.3242209832,0.0782755102,4.142048801,0.9403989537,0.9367030358,0.9439416565,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,10,in_b10,patch,tau_cal,1000,999,9.831,0.03021412171,0.003757271053,8.041507064,7.882621029,8.200593748,0.2794590465,0.05015816327,5.571556619,0.9767616713,0.975026378,0.9784500713,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,10,in_b10,cls,mad,1000,1000,15.342,0.01801290917,0.002884223734,6.245323121,5.989829756,6.510139336,0.3219149698,0.0782755102,4.112588585,0.8666156088,0.8594495248,0.8735816024,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,10,in_b10,cls,tau_cal,1000,999,9.831,0.02347763445,0.002955426526,7.943907331,7.684390874,8.207049482,0.2835057726,0.05015816327,5.65223593,0.9319485529,0.9276323937,0.9359616932,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,11,s11_out,patch,mad,1000,1000,14.143,0.01419556535,0.004075540582,3.483112256,3.405858342,3.562608549,0.2055945332,0.07215816327,2.84922071,0.9754451875,0.9725939556,0.978050862,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,11,s11_out,patch,tau_cal,1000,999,7.631,0.01492747,0.004379713582,3.408321052,3.328816562,3.487540714,0.1161223231,0.03893367347,2.982567857,0.9691119269,0.9661877749,0.971709074,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,11,s11_out,cls,mad,1000,1000,14.143,0.04466791904,0.001633575445,27.34365234,26.33709999,28.38033761,0.6541481153,0.07215816327,9.06547625,0.988902217,0.9877054427,0.9900287861,18.69854832,secondary
legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,saga,legacy-mixupdir,11,s11_out,cls,tau_cal,1000,999,7.631,0.0624140938,0.00225353362,27.69610057,26.92676711,28.48863239,0.505453285,0.03893367347,12.98241959,0.9947248363,0.993987089,0.9954112009,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,10,in_b10,patch,mad,1000,1000,15.49,0.0269513711,0.003304148678,8.156827589,7.941469362,8.384901149,0.3812956235,0.07903061224,4.82465734,0.930340385,0.9256501266,0.9348480886,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,10,in_b10,patch,tau_cal,1000,1000,10.221,0.03644840563,0.003393296391,10.74129738,10.51747981,10.96877604,0.3463893805,0.05214795918,6.642434064,0.9851072408,0.9837252238,0.9864271749,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,10,in_b10,cls,mad,1000,1000,15.49,0.0188705519,0.003066713147,6.153347573,5.872974646,6.450238842,0.3201459576,0.07903061224,4.050910761,0.8109705509,0.8010118795,0.8206907995,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,10,in_b10,cls,tau_cal,1000,1000,10.221,0.0249700594,0.003085142209,8.093649405,7.810091743,8.386880711,0.2949048632,0.05214795918,5.655156363,0.9327209439,0.9282973673,0.9370824938,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,11,s11_out,patch,mad,1000,1000,16.24,0.0193159041,0.003077538814,6.276412832,6.121808897,6.434860665,0.3537889469,0.08285714286,4.269866601,0.9748353371,0.972831064,0.9767970252,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,11,s11_out,patch,tau_cal,1000,1000,9.512,0.01925903432,0.003659112324,5.263307767,5.143115725,5.385350247,0.2045418547,0.04853061224,4.214697595,0.9592919786,0.9573717351,0.9611160393,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,11,s11_out,cls,mad,1000,1000,16.24,0.04052965148,0.001544731325,26.23734679,25.29365762,27.19754907,0.677683799,0.08285714286,8.178942402,0.9862975306,0.9849954542,0.987518903,18.69854832,secondary
legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,saga,legacy-nomixdir,11,s11_out,cls,tau_cal,1000,1000,9.512,0.05563722775,0.00206621094,26.92717703,26.18321615,27.67559639,0.5538019131,0.04853061224,11.4113935,0.9927583289,0.9918391863,0.9936127868,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,10,in_b10,patch,mad,1000,1000,16.251,0.02459154914,0.003279559908,7.498429616,7.317068011,7.684879627,0.377558698,0.08291326531,4.553658532,0.9262975687,0.9220006976,0.9304653534,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,10,in_b10,patch,tau_cal,1000,1000,10.974,0.03259568156,0.003394081236,9.603683383,9.404210793,9.805691034,0.3372239985,0.05598979592,6.022954593,0.9717127084,0.9696009639,0.973741194,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,10,in_b10,cls,mad,1000,1000,16.251,0.0192412939,0.002843208214,6.767458606,6.52247683,7.017922775,0.3556032764,0.08291326531,4.288858666,0.8791184501,0.8728234954,0.8852171685,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,10,in_b10,cls,tau_cal,1000,1000,10.974,0.02505610915,0.00291909659,8.583514926,8.327750346,8.854542824,0.3181870528,0.05598979592,5.682947179,0.9412343127,0.9376710052,0.9446346053,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,11,s11_out,patch,mad,1000,1000,15.309,0.0205819376,0.003085135979,6.671322672,6.516356575,6.832065504,0.3519899377,0.07810714286,4.506501261,0.9831901732,0.9814626527,0.9847997084,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,11,s11_out,patch,tau_cal,1000,1000,11.69,0.02136644949,0.003363810404,6.35185903,6.200233421,6.50440619,0.279680498,0.05964285714,4.689253859,0.9794652195,0.9778705969,0.9810277861,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,11,s11_out,cls,mad,1000,1000,15.309,0.04097895399,0.001582533616,25.89452355,24.82644272,26.996466,0.6654433621,0.07810714286,8.519622378,0.9876089695,0.9862513379,0.9889266394,18.69854832,secondary
e2r_vits_mixup_saga_s1,vit_small,mixup,saga,s1,11,s11_out,cls,tau_cal,1000,1000,11.69,0.04839563293,0.00183872865,26.32016037,25.36289382,27.29209165,0.6029270464,0.05964285714,10.10895647,0.9931031567,0.9922464146,0.9939422337,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,10,in_b10,patch,mad,1000,1000,18.42,0.02347103816,0.003259972302,7.199766129,7.043688333,7.35762858,0.4032180931,0.09397959184,4.290485681,0.9210952377,0.9168281869,0.925225322,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,10,in_b10,patch,tau_cal,1000,1000,13.766,0.02909207574,0.003354005682,8.673830191,8.472360318,8.8820204,0.3708168549,0.07023469388,5.279682083,0.9526320845,0.9497935328,0.9554067643,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,10,in_b10,cls,mad,1000,1000,18.42,0.01546934843,0.003057363881,5.059701439,4.844113302,5.292634803,0.3290925922,0.09397959184,3.50174528,0.8077143271,0.7981786775,0.817174416,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,10,in_b10,cls,tau_cal,1000,1000,13.766,0.0185405115,0.003099967233,5.980873378,5.741383202,6.233395143,0.3014062827,0.07023469388,4.29141591,0.8565223049,0.8487356811,0.8642909521,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,11,s11_out,patch,mad,1000,1000,15.44,0.01262812869,0.00417798358,3.022541485,2.96457295,3.080749769,0.200733162,0.0787755102,2.548167082,0.9650144672,0.9616053509,0.9681741021,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,11,s11_out,patch,tau_cal,1000,1000,12.814,0.01277503902,0.004279978639,2.984837098,2.925763682,3.045668823,0.1693963537,0.06537755102,2.591047707,0.9619216608,0.9584920161,0.965132077,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,11,s11_out,cls,mad,1000,1000,15.44,0.03926023873,0.001681209192,23.35238167,22.36484828,24.38475589,0.6442070223,0.0787755102,8.177757537,0.9866398432,0.9850916875,0.9880882294,18.69854832,secondary
e2r_vits_mixup_saga_s2,vit_small,mixup,saga,s2,11,s11_out,cls,tau_cal,1000,1000,12.814,0.04402184938,0.001864555698,23.60983339,22.69710256,24.57100576,0.599124411,0.06537755102,9.164069343,0.9917214598,0.9907866998,0.9926175073,18.69854832,secondary
