run_id,arch,recipe_actual,variant,block,query_group,n_images,n_prefix,mass_cls_token,mass_register_tokens_total,mass_per_register_token,mass_patch_exceedance_total,mass_patch_total,n_register_tokens,register_index,mass_this_register_token,endpoint_class
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,patch,1000,5,0.1071787905,0.3618461099,0.09046152747,0.1865106559,0.5309750787,4,all,MISSING,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,patch,1000,5,0.1071787905,0.3618461099,0.09046152747,0.1865106559,0.5309750787,4,0,0.0191047309,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,patch,1000,5,0.1071787905,0.3618461099,0.09046152747,0.1865106559,0.5309750787,4,1,0.07936256372,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,patch,1000,5,0.1071787905,0.3618461099,0.09046152747,0.1865106559,0.5309750787,4,2,0.13772651,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,patch,1000,5,0.1071787905,0.3618461099,0.09046152747,0.1865106559,0.5309750787,4,3,0.1256523053,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,cls,1000,5,0.04576397973,0.6407080975,0.1601770244,0.1162299012,0.3135279502,4,all,MISSING,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,cls,1000,5,0.04576397973,0.6407080975,0.1601770244,0.1162299012,0.3135279502,4,0,0.004611480067,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,cls,1000,5,0.04576397973,0.6407080975,0.1601770244,0.1162299012,0.3135279502,4,1,0.1810101131,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,cls,1000,5,0.04576397973,0.6407080975,0.1601770244,0.1162299012,0.3135279502,4,2,0.361353384,descriptive
legacy_e2_vit_small_nomixdir_registers,vit_small,mixup,registers,11,cls,1000,5,0.04576397973,0.6407080975,0.1601770244,0.1162299012,0.3135279502,4,3,0.09373312034,descriptive
